1.4125 16.9831505 0.657123685
1.4375 21.0982914 0.712332129
1.4625 25.0952110 0.829129219
1.4875 25.8396740 0.704491079
1.5125 26.5902748 0.768543661
1.5375 25.6060009 0.674048007
1.5625 24.7810764 0.714008987
1.5875 23.1995831 0.585332274
1.6125 24.4855385 0.622783422
1.6375 25.0470867 0.608801484
1.6675 26.9000969 0.674973726
1.6875 29.0179291 0.711716712
1.7125 28.8858089 0.684424698
1.7375 27.3942394 0.637333095
1.7625 22.1472607 0.489724666
1.7875 21.4928303 0.475303650
1.8125 21.0238514 0.617502213
1.8375 20.8185101 0.555839002
1.8625 19.1535912 0.485566884
1.8875 19.5733318 0.755834997
